1                  266.93    344.35   134.035     2.502      37.926    3770.483  OK   3.0  0.00    0.   annulus                  circle
#ANN  1         0 3
2                  305.21    299.70  1142.116     6.899     177.016   32124.849  OK   3.0  0.00    0.   annulus                  circle
#ANN  2         0 3
3                  305.21    299.70  1319.240     6.848      -0.108   37106.886  OK   3.0  0.00    0.   annulus                  circle
#ANN  3         3 6
4                  266.93    344.35   167.041     2.474       4.920    4698.962  OK   3.0  0.00    0.   annulus                  circle
#ANN  4         3 6
