         1 266.930000 344.350000 134.035000   2.502000  37.926000    3770.483000         OK   3.000000   0.000000   0.000000   annulus     circle
#ANN    1   0 3
         2 305.210000 299.700000 1142.116000   6.899000 177.016000   32124.849000         OK   3.000000   0.000000   0.000000   annulus     circle
#ANN    2   0 3
         3 305.200000 299.600000   0.000000   0.000000   0.000000       0.000000          ?   3.000000   0.000000   0.000000   annulus     circle
#ANN    3   3 6
         4 267.000000 344.400000   0.000000   0.000000   0.000000       0.000000          ?   3.000000   0.000000   0.000000   annulus     circle
#ANN    4   3 6
