1                  475.98    821.59     0.000     0.000  0.0000E+00   72494.492  ?    5.8  0.00    0.   annulus                  circle
#ANN  1         1.00 1.00
2                  529.72    800.14     0.000     0.000  0.0000E+00   43496.125  ?    5.8  0.00    0.   annulus                  circle
#ANN  2         1.00 1.00
