         1 475.980000 821.590000   0.000000   0.000000   0.000000   71558.211000          ?   5.800000   0.000000   0.000000   annulus     circle
#ANN    1   1.00 1.00
         2 529.723333 800.143333   0.000000   0.000000   0.000000   44084.945000          ?   5.800000   0.000000   0.000000   annulus     circle
#ANN    2   1.00 1.00
