57516.0382794  0.651751977194
57528.2291674  0.661324813504
57538.545743  0.669941413703
57546.0564613  0.679521732299
57553.5110626  0.665121325262
57557.2237727  0.65168613308
57562.8152848  0.641125635059
57564.7097995  0.650714932398
57570.3686522  0.668931305135
57575.0510666  0.669883051875
57581.6100382  0.672750263751
57590.9434414  0.661224550876
57597.4709874  0.650662556398
57615.2735898  0.658307955914
57633.0896602  0.671708729583
57644.3445144  0.68128306235
57656.5286684  0.687978211584
57672.4681816  0.699463520116
57679.0271532  0.702330731992
57691.2135519  0.709985110251
57693.0519495  0.695593681958
57700.4953273  0.676397129795
57702.3382143  0.663924159552
57707.9723754  0.671589013012
57717.3574063  0.682125567718
57721.1329677  0.695548788244
57725.8400736  0.707052054262
57740.8502869  0.721416546327
57743.7010378  0.739637408436
57750.3004138  0.759770742767
57764.3588804  0.767422128112
57771.8875562  0.78467627891
57782.2243339  0.801925940336
57785.0571273  0.812472970243
57791.6273223  0.820136327245
57801.928185  0.822038324267
57816.9181962  0.827769755105
57833.7825199  0.834457422053
57855.3247686  0.840178377691
57877.81203  0.849734752972
57880.6582915  0.866037157031
57880.7144086  0.890017882663
57886.3957082  0.917826545653
57892.9569245  0.921652986554
57902.3352214  0.929311854185
57908.9166399  0.941771356314
57917.3633922  0.951350178453
57924.9055361  0.974359703402
57932.4050311  0.979143876872
57947.3815741  0.979119933557
57954.8810691  0.983904107027
57977.350373  0.985786650106
57999.8219216  0.98862842221
58028.8457078  0.991459719115
58045.6943187  0.991432782887
58053.1848349  0.992380040255
58055.9637558  0.979905573555
58057.8021534  0.965514145261
58061.5036401  0.947282807952
58063.3532612  0.937687524785
58068.0064946  0.926169294196
58084.8191906  0.910794693563
